,Time,SNUADC/PLETH
4145855,8292.648000000001,38.3443
4145856,8292.65,38.7393
4145857,8292.652,38.7393
4145858,8292.654,38.3443
4145859,8292.656,38.7393
4145860,8292.658000000001,38.7393
4145861,8292.66,38.3443
4145862,8292.662,38.3443
4145863,8292.664,38.7393
4145864,8292.666000000001,38.7393
4145865,8292.668,38.3443
4145866,8292.67,38.7393
4145867,8292.672,38.7393
4145868,8292.674,38.7393
4145869,8292.676000000001,38.7393
4145870,8292.678,38.7393
4145871,8292.68,38.3443
4145872,8292.682,38.7393
4145873,8292.684000000001,38.7393
4145874,8292.686,38.7393
4145875,8292.688,38.7393
4145876,8292.69,38.7393
4145877,8292.692000000001,38.7393
4145878,8292.694,38.7393
4145879,8292.696,38.7393
4145880,8292.698,38.7393
4145881,8292.7,38.3443
4145882,8292.702000000001,38.7393
4145883,8292.704,38.7393
4145884,8292.706,38.7393
4145885,8292.708,38.7393
4145886,8292.710000000001,38.7393
4145887,8292.712,38.7393
4145888,8292.714,38.7393
4145889,8292.716,38.7393
4145890,8292.718,38.7393
4145891,8292.720000000001,38.3443
4145892,8292.722,38.7393
4145893,8292.724,38.7393
4145894,8292.726,38.7393
4145895,8292.728000000001,38.7393
4145896,8292.73,38.7393
4145897,8292.732,38.3443
4145898,8292.734,38.7393
4145899,8292.736,38.7393
4145900,8292.738000000001,38.7393
4145901,8292.74,38.7393
4145902,8292.742,38.7393
4145903,8292.744,38.7393
4145904,8292.746000000001,38.7393
4145905,8292.748,38.7393
4145906,8292.75,38.7393
4145907,8292.752,38.7393
4145908,8292.754,38.7393
4145909,8292.756000000001,38.3443
4145910,8292.758,38.3443
4145911,8292.76,38.3443
4145912,8292.762,38.3443
4145913,8292.764000000001,38.7393
4145914,8292.766,38.7393
4145915,8292.768,38.7393
4145916,8292.77,38.7393
4145917,8292.772,38.7393
4145918,8292.774000000001,38.7393
4145919,8292.776,38.7393
4145920,8292.778,38.7393
4145921,8292.78,38.7393
4145922,8292.782000000001,38.7393
4145923,8292.784,38.7393
4145924,8292.786,38.7393
4145925,8292.788,38.7393
4145926,8292.79,38.7393
4145927,8292.792000000001,38.7393
4145928,8292.794,38.7393
4145929,8292.796,38.7393
4145930,8292.798,39.1343
4145931,8292.800000000001,38.7393
4145932,8292.802,39.1343
4145933,8292.804,38.7393
4145934,8292.806,39.1343
4145935,8292.808,39.1343
4145936,8292.810000000001,39.1343
4145937,8292.812,39.1343
4145938,8292.814,39.1343
4145939,8292.816,39.1343
4145940,8292.818000000001,39.1343
4145941,8292.82,39.1343
4145942,8292.822,39.1343
4145943,8292.824,39.1343
4145944,8292.826000000001,39.1343
4145945,8292.828,39.1343
4145946,8292.83,39.1343
4145947,8292.832,39.1343
4145948,8292.834,39.1343
4145949,8292.836000000001,39.1343
4145950,8292.838,39.1343
4145951,8292.84,39.1343
4145952,8292.842,39.1343
4145953,8292.844000000001,39.1343
4145954,8292.846,39.1343
4145955,8292.848,39.1343
4145956,8292.85,39.1343
4145957,8292.852,39.5293
4145958,8292.854000000001,39.5293
4145959,8292.856,39.5293
4145960,8292.858,39.1343
4145961,8292.86,39.1343
4145962,8292.862000000001,39.5293
4145963,8292.864,39.5293
4145964,8292.866,39.5293
4145965,8292.868,39.5293
4145966,8292.87,39.5293
4145967,8292.872000000001,39.5293
4145968,8292.874,39.5293
4145969,8292.876,39.1343
4145970,8292.878,39.5293
4145971,8292.880000000001,39.1343
4145972,8292.882,39.1343
4145973,8292.884,39.5293
4145974,8292.886,39.5293
4145975,8292.888,39.5293
4145976,8292.890000000001,39.5293
4145977,8292.892,39.5293
4145978,8292.894,39.5293
4145979,8292.896,39.5293
4145980,8292.898000000001,39.5293
4145981,8292.9,39.5293
4145982,8292.902,39.5293
4145983,8292.904,39.9242
4145984,8292.906,39.9242
4145985,8292.908000000001,39.9242
4145986,8292.91,39.9242
4145987,8292.912,39.9242
4145988,8292.914,40.3192
4145989,8292.916000000001,40.3192
4145990,8292.918,40.3192
4145991,8292.92,40.7142
4145992,8292.922,40.7142
4145993,8292.924,40.7142
4145994,8292.926000000001,40.7142
4145995,8292.928,40.7142
4145996,8292.93,41.1092
4145997,8292.932,41.1092
4145998,8292.934000000001,41.5042
4145999,8292.936,41.5042
4146000,8292.938,41.5042
4146001,8292.94,41.5042
4146002,8292.942000000001,41.5042
4146003,8292.944,41.8992
4146004,8292.946,41.8992
4146005,8292.948,42.2941
4146006,8292.95,42.2941
4146007,8292.952000000001,42.2941
4146008,8292.954,42.2941
4146009,8292.956,42.6891
4146010,8292.958,42.6891
4146011,8292.960000000001,42.6891
4146012,8292.962,43.0841
4146013,8292.964,43.0841
4146014,8292.966,43.0841
4146015,8292.968,43.4791
4146016,8292.970000000001,43.4791
4146017,8292.972,43.4791
4146018,8292.974,43.8741
4146019,8292.976,43.4791
4146020,8292.978000000001,43.4791
4146021,8292.98,43.8741
4146022,8292.982,43.8741
4146023,8292.984,43.8741
4146024,8292.986,43.8741
4146025,8292.988000000001,43.8741
4146026,8292.99,43.8741
4146027,8292.992,43.8741
4146028,8292.994,43.8741
4146029,8292.996000000001,43.8741
4146030,8292.998,43.8741
4146031,8293.0,43.8741
4146032,8293.002,43.8741
4146033,8293.004,44.269
4146034,8293.006000000001,44.269
4146035,8293.008,44.269
4146036,8293.01,44.269
4146037,8293.012,44.269
4146038,8293.014000000001,43.8741
4146039,8293.016,43.8741
4146040,8293.018,43.8741
4146041,8293.02,43.4791
4146042,8293.022,43.4791
4146043,8293.024000000001,43.4791
4146044,8293.026,43.4791
4146045,8293.028,43.4791
4146046,8293.03,43.4791
4146047,8293.032000000001,43.4791
4146048,8293.034,43.0841
4146049,8293.036,43.0841
4146050,8293.038,43.0841
4146051,8293.04,43.0841
4146052,8293.042000000001,43.0841
4146053,8293.044,43.0841
4146054,8293.046,43.0841
4146055,8293.048,42.6891
4146056,8293.050000000001,42.6891
4146057,8293.052,42.2941
4146058,8293.054,42.2941
4146059,8293.056,42.2941
4146060,8293.058,42.6891
4146061,8293.060000000001,42.2941
4146062,8293.062,42.2941
4146063,8293.064,41.8992
4146064,8293.066,41.8992
4146065,8293.068000000001,41.8992
4146066,8293.07,41.8992
4146067,8293.072,41.8992
4146068,8293.074,41.8992
4146069,8293.076000000001,41.5042
4146070,8293.078,41.8992
4146071,8293.08,41.8992
4146072,8293.082,41.5042
4146073,8293.084,41.5042
4146074,8293.086000000001,41.5042
4146075,8293.088,41.5042
4146076,8293.09,41.5042
4146077,8293.092,41.1092
4146078,8293.094000000001,41.1092
4146079,8293.096,41.1092
4146080,8293.098,41.1092
4146081,8293.1,40.7142
4146082,8293.102,41.1092
4146083,8293.104000000001,40.7142
4146084,8293.106,40.7142
4146085,8293.108,40.7142
4146086,8293.11,40.7142
4146087,8293.112000000001,40.3192
4146088,8293.114,40.3192
4146089,8293.116,40.3192
4146090,8293.118,40.3192
4146091,8293.12,40.3192
4146092,8293.122000000001,40.3192
4146093,8293.124,40.3192
4146094,8293.126,39.9242
4146095,8293.128,39.9242
4146096,8293.130000000001,39.9242
4146097,8293.132,39.9242
4146098,8293.134,39.9242
4146099,8293.136,39.9242
4146100,8293.138,39.9242
4146101,8293.140000000001,39.9242
4146102,8293.142,39.9242
4146103,8293.144,39.9242
4146104,8293.146,39.5293
4146105,8293.148000000001,39.9242
4146106,8293.15,39.5293
4146107,8293.152,39.9242
4146108,8293.154,39.9242
4146109,8293.156,39.9242
4146110,8293.158000000001,39.5293
4146111,8293.16,39.5293
4146112,8293.162,39.5293
4146113,8293.164,39.5293
4146114,8293.166000000001,39.5293
4146115,8293.168,39.5293
4146116,8293.17,39.5293
4146117,8293.172,39.1343
4146118,8293.174,39.5293
4146119,8293.176000000001,39.5293
4146120,8293.178,39.5293
4146121,8293.18,39.5293
4146122,8293.182,39.5293
4146123,8293.184000000001,39.5293
4146124,8293.186,39.5293
4146125,8293.188,39.1343
4146126,8293.19,39.1343
4146127,8293.192000000001,39.1343
4146128,8293.194,39.5293
4146129,8293.196,39.5293
4146130,8293.198,39.1343
4146131,8293.2,39.1343
4146132,8293.202000000001,39.1343
4146133,8293.204,39.1343
4146134,8293.206,39.1343
4146135,8293.208,39.1343
4146136,8293.210000000001,39.1343
4146137,8293.212,39.1343
4146138,8293.214,39.1343
4146139,8293.216,39.1343
4146140,8293.218,39.1343
4146141,8293.220000000001,39.1343
4146142,8293.222,39.1343
4146143,8293.224,39.1343
4146144,8293.226,39.1343
4146145,8293.228000000001,39.1343
4146146,8293.23,39.5293
4146147,8293.232,39.5293
4146148,8293.234,39.5293
4146149,8293.236,39.5293
4146150,8293.238000000001,39.5293
4146151,8293.24,39.5293
4146152,8293.242,39.1343
4146153,8293.244,39.5293
4146154,8293.246000000001,39.5293
4146155,8293.248,39.5293
4146156,8293.25,39.5293
4146157,8293.252,39.5293
4146158,8293.254,39.5293
4146159,8293.256000000001,39.5293
4146160,8293.258,39.5293
4146161,8293.26,39.5293
4146162,8293.262,39.5293
4146163,8293.264000000001,39.5293
4146164,8293.266,39.5293
4146165,8293.268,39.9242
4146166,8293.27,39.9242
4146167,8293.272,39.5293
4146168,8293.274000000001,39.9242
4146169,8293.276,39.5293
4146170,8293.278,39.9242
4146171,8293.28,39.9242
4146172,8293.282000000001,39.9242
4146173,8293.284,39.9242
4146174,8293.286,39.9242
4146175,8293.288,39.9242
4146176,8293.29,39.9242
4146177,8293.292000000001,39.9242
4146178,8293.294,39.9242
4146179,8293.296,39.9242
4146180,8293.298,39.9242
4146181,8293.300000000001,39.9242
4146182,8293.302,39.5293
4146183,8293.304,39.9242
4146184,8293.306,39.9242
4146185,8293.308,39.9242
4146186,8293.310000000001,39.9242
4146187,8293.312,39.9242
4146188,8293.314,39.9242
4146189,8293.316,39.5293
4146190,8293.318000000001,39.5293
4146191,8293.32,39.5293
4146192,8293.322,39.5293
4146193,8293.324,39.5293
4146194,8293.326000000001,39.5293
4146195,8293.328,39.5293
4146196,8293.33,39.5293
4146197,8293.332,39.5293
4146198,8293.334,39.5293
4146199,8293.336000000001,39.5293
4146200,8293.338,39.5293
4146201,8293.34,39.1343
4146202,8293.342,39.1343
4146203,8293.344000000001,39.5293
4146204,8293.346,39.5293
4146205,8293.348,39.5293
4146206,8293.35,39.1343
4146207,8293.352,39.1343
4146208,8293.354000000001,39.1343
4146209,8293.356,39.1343
4146210,8293.358,39.1343
4146211,8293.36,39.1343
4146212,8293.362000000001,39.1343
4146213,8293.364,39.1343
4146214,8293.366,39.1343
4146215,8293.368,39.1343
4146216,8293.37,39.1343
4146217,8293.372000000001,39.1343
4146218,8293.374,39.1343
4146219,8293.376,39.1343
4146220,8293.378,38.7393
4146221,8293.380000000001,38.7393
4146222,8293.382,38.7393
4146223,8293.384,38.7393
4146224,8293.386,38.7393
4146225,8293.388,38.7393
4146226,8293.390000000001,38.7393
4146227,8293.392,38.7393
4146228,8293.394,38.7393
4146229,8293.396,38.7393
4146230,8293.398000000001,38.3443
4146231,8293.4,38.3443
4146232,8293.402,38.3443
4146233,8293.404,38.3443
4146234,8293.406,38.3443
4146235,8293.408000000001,38.3443
4146236,8293.41,38.3443
4146237,8293.412,38.3443
4146238,8293.414,37.9493
4146239,8293.416000000001,37.9493
4146240,8293.418,37.9493
4146241,8293.42,37.9493
4146242,8293.422,37.9493
4146243,8293.424,37.9493
4146244,8293.426000000001,37.9493
4146245,8293.428,37.9493
4146246,8293.43,37.9493
4146247,8293.432,37.9493
4146248,8293.434000000001,37.9493
4146249,8293.436,37.9493
4146250,8293.438,37.5543
4146251,8293.44,37.9493
4146252,8293.442000000001,37.9493
4146253,8293.444,37.9493
4146254,8293.446,37.9493
4146255,8293.448,37.9493
4146256,8293.45,37.9493
4146257,8293.452000000001,37.9493
4146258,8293.454,37.9493
4146259,8293.456,37.9493
4146260,8293.458,37.9493
4146261,8293.460000000001,37.9493
4146262,8293.462,37.9493
4146263,8293.464,37.9493
4146264,8293.466,37.5543
4146265,8293.468,37.5543
4146266,8293.470000000001,37.9493
4146267,8293.472,37.9493
4146268,8293.474,37.5543
4146269,8293.476,37.9493
4146270,8293.478000000001,37.9493
4146271,8293.48,37.9493
4146272,8293.482,37.9493
4146273,8293.484,37.9493
4146274,8293.486,37.9493
4146275,8293.488000000001,38.3443
4146276,8293.49,37.9493
4146277,8293.492,37.9493
4146278,8293.494,37.9493
4146279,8293.496000000001,37.9493
4146280,8293.498,37.9493
4146281,8293.5,38.3443
4146282,8293.502,38.3443
4146283,8293.504,38.3443
4146284,8293.506000000001,38.3443
4146285,8293.508,38.3443
4146286,8293.51,38.3443
4146287,8293.512,37.9493
4146288,8293.514000000001,38.3443
4146289,8293.516,38.3443
4146290,8293.518,38.3443
4146291,8293.52,38.3443
4146292,8293.522,38.3443
4146293,8293.524000000001,38.3443
4146294,8293.526,38.3443
4146295,8293.528,38.3443
4146296,8293.53,38.3443
4146297,8293.532000000001,38.3443
4146298,8293.534,38.3443
4146299,8293.536,38.3443
4146300,8293.538,38.3443
4146301,8293.54,38.7393
4146302,8293.542000000001,38.7393
4146303,8293.544,38.3443
4146304,8293.546,38.7393
4146305,8293.548,38.7393
4146306,8293.550000000001,38.7393
4146307,8293.552,38.7393
4146308,8293.554,38.7393
4146309,8293.556,38.7393
4146310,8293.558,38.7393
4146311,8293.560000000001,38.7393
4146312,8293.562,38.7393
4146313,8293.564,39.1343
4146314,8293.566,39.1343
4146315,8293.568000000001,38.7393
4146316,8293.57,39.1343
4146317,8293.572,39.1343
4146318,8293.574,38.7393
4146319,8293.576000000001,39.1343
4146320,8293.578,39.1343
4146321,8293.58,38.7393
4146322,8293.582,39.1343
4146323,8293.584,38.7393
4146324,8293.586000000001,38.7393
4146325,8293.588,38.7393
4146326,8293.59,38.7393
4146327,8293.592,38.7393
4146328,8293.594000000001,38.7393
4146329,8293.596,38.7393
4146330,8293.598,38.7393
4146331,8293.6,38.7393
4146332,8293.602,38.7393
4146333,8293.604000000001,38.7393
4146334,8293.606,38.7393
4146335,8293.608,38.7393
4146336,8293.61,38.3443
4146337,8293.612000000001,38.7393
4146338,8293.614,38.7393
4146339,8293.616,38.7393
4146340,8293.618,38.7393
4146341,8293.62,38.7393
4146342,8293.622000000001,38.7393
4146343,8293.624,38.7393
4146344,8293.626,38.7393
4146345,8293.628,38.7393
4146346,8293.630000000001,38.7393
4146347,8293.632,38.7393
4146348,8293.634,38.7393
4146349,8293.636,38.7393
4146350,8293.638,38.7393
4146351,8293.640000000001,38.7393
4146352,8293.642,38.7393
4146353,8293.644,38.7393
4146354,8293.646,38.7393
4146355,8293.648000000001,38.7393
4146356,8293.65,38.7393
4146357,8293.652,38.7393
4146358,8293.654,38.7393
4146359,8293.656,38.7393
4146360,8293.658000000001,38.3443
4146361,8293.66,38.3443
4146362,8293.662,38.7393
4146363,8293.664,38.3443
4146364,8293.666000000001,38.7393
4146365,8293.668,38.7393
4146366,8293.67,38.7393
4146367,8293.672,38.7393
4146368,8293.674,38.7393
4146369,8293.676000000001,38.7393
4146370,8293.678,38.7393
4146371,8293.68,38.7393
4146372,8293.682,38.7393
4146373,8293.684000000001,38.7393
4146374,8293.686,38.7393
4146375,8293.688,38.7393
4146376,8293.69,38.7393
4146377,8293.692000000001,38.7393
4146378,8293.694,38.7393
4146379,8293.696,38.7393
4146380,8293.698,38.7393
4146381,8293.7,38.7393
4146382,8293.702000000001,39.1343
4146383,8293.704,39.1343
4146384,8293.706,38.7393
4146385,8293.708,39.1343
4146386,8293.710000000001,39.1343
4146387,8293.712,39.1343
4146388,8293.714,39.1343
4146389,8293.716,39.1343
4146390,8293.718,39.1343
4146391,8293.720000000001,39.5293
4146392,8293.722,39.5293
4146393,8293.724,39.5293
4146394,8293.726,39.5293
4146395,8293.728000000001,39.5293
4146396,8293.73,39.5293
4146397,8293.732,39.5293
4146398,8293.734,39.5293
4146399,8293.736,39.5293
4146400,8293.738000000001,39.9242
4146401,8293.74,39.9242
4146402,8293.742,39.9242
4146403,8293.744,39.9242
4146404,8293.746000000001,39.9242
4146405,8293.748,39.9242
4146406,8293.75,39.9242
4146407,8293.752,39.9242
4146408,8293.754,40.3192
4146409,8293.756000000001,40.3192
4146410,8293.758,40.3192
4146411,8293.76,40.7142
4146412,8293.762,40.7142
4146413,8293.764000000001,40.7142
4146414,8293.766,40.7142
4146415,8293.768,41.1092
4146416,8293.77,41.1092
4146417,8293.772,41.5042
4146418,8293.774000000001,41.5042
4146419,8293.776,41.5042
4146420,8293.778,41.5042
4146421,8293.78,41.8992
4146422,8293.782000000001,41.8992
4146423,8293.784,41.8992
4146424,8293.786,41.8992
4146425,8293.788,42.2941
4146426,8293.79,42.2941
4146427,8293.792000000001,42.2941
4146428,8293.794,42.6891
4146429,8293.796,42.6891
4146430,8293.798,42.6891
4146431,8293.800000000001,42.6891
4146432,8293.802,42.6891
4146433,8293.804,43.0841
4146434,8293.806,43.0841
4146435,8293.808,43.0841
4146436,8293.810000000001,43.4791
4146437,8293.812,43.0841
4146438,8293.814,43.0841
4146439,8293.816,43.0841
4146440,8293.818000000001,43.0841
4146441,8293.82,43.0841
4146442,8293.822,43.4791
4146443,8293.824,43.4791
4146444,8293.826000000001,43.0841
4146445,8293.828,43.4791
4146446,8293.83,43.4791
4146447,8293.832,43.0841
4146448,8293.834,43.4791
4146449,8293.836000000001,43.0841
4146450,8293.838,43.4791
4146451,8293.84,43.0841
4146452,8293.842,43.0841
4146453,8293.844000000001,43.0841
4146454,8293.846,43.0841
4146455,8293.848,43.0841
4146456,8293.85,43.0841
4146457,8293.852,42.6891
4146458,8293.854000000001,42.6891
4146459,8293.856,42.6891
4146460,8293.858,42.6891
4146461,8293.86,42.6891
4146462,8293.862000000001,42.6891
4146463,8293.864,42.2941
4146464,8293.866,42.2941
4146465,8293.868,42.2941
4146466,8293.87,42.2941
4146467,8293.872000000001,42.2941
4146468,8293.874,41.8992
4146469,8293.876,41.8992
4146470,8293.878,41.8992
4146471,8293.880000000001,41.5042
4146472,8293.882,41.5042
4146473,8293.884,41.5042
4146474,8293.886,41.5042
4146475,8293.888,41.5042
4146476,8293.890000000001,41.1092
4146477,8293.892,41.1092
4146478,8293.894,41.1092
4146479,8293.896,41.1092
4146480,8293.898000000001,41.1092
4146481,8293.9,40.7142
4146482,8293.902,40.7142
4146483,8293.904,40.7142
4146484,8293.906,40.7142
4146485,8293.908000000001,40.3192
4146486,8293.91,40.7142
4146487,8293.912,40.3192
4146488,8293.914,40.3192
4146489,8293.916000000001,40.3192
4146490,8293.918,40.3192
4146491,8293.92,40.3192
4146492,8293.922,40.3192
4146493,8293.924,40.3192
4146494,8293.926000000001,40.3192
4146495,8293.928,39.9242
4146496,8293.93,39.9242
4146497,8293.932,39.9242
4146498,8293.934000000001,39.9242
4146499,8293.936,39.9242
4146500,8293.938,39.9242
4146501,8293.94,39.9242
4146502,8293.942000000001,39.9242
4146503,8293.944,39.9242
4146504,8293.946,39.9242
4146505,8293.948,39.5293
4146506,8293.95,39.5293
4146507,8293.952000000001,39.5293
4146508,8293.954,39.5293
4146509,8293.956,39.5293
4146510,8293.958,39.5293
4146511,8293.960000000001,39.5293
4146512,8293.962,39.5293
4146513,8293.964,39.5293
4146514,8293.966,39.5293
4146515,8293.968,39.5293
4146516,8293.970000000001,39.5293
4146517,8293.972,39.5293
4146518,8293.974,39.1343
4146519,8293.976,39.5293
4146520,8293.978000000001,39.1343
4146521,8293.98,39.5293
4146522,8293.982,39.1343
4146523,8293.984,39.1343
4146524,8293.986,39.1343
4146525,8293.988000000001,39.1343
4146526,8293.99,39.1343
4146527,8293.992,39.1343
4146528,8293.994,39.1343
4146529,8293.996000000001,39.1343
4146530,8293.998,39.1343
4146531,8294.0,38.7393
4146532,8294.002,39.1343
4146533,8294.004,39.1343
4146534,8294.006000000001,39.1343
4146535,8294.008,39.1343
4146536,8294.01,39.1343
4146537,8294.012,39.1343
4146538,8294.014000000001,38.7393
4146539,8294.016,38.7393
4146540,8294.018,38.7393
4146541,8294.02,38.7393
4146542,8294.022,38.7393
4146543,8294.024000000001,38.7393
4146544,8294.026,38.7393
4146545,8294.028,38.7393
4146546,8294.03,38.7393
4146547,8294.032000000001,38.7393
4146548,8294.034,38.3443
4146549,8294.036,38.3443
4146550,8294.038,38.7393
4146551,8294.04,38.3443
4146552,8294.042000000001,38.7393
4146553,8294.044,38.7393
4146554,8294.046,38.7393
4146555,8294.048,38.7393
4146556,8294.050000000001,38.7393
4146557,8294.052,38.7393
4146558,8294.054,38.7393
4146559,8294.056,38.7393
4146560,8294.058,39.1343
4146561,8294.060000000001,38.7393
4146562,8294.062,39.1343
4146563,8294.064,38.7393
4146564,8294.066,39.1343
4146565,8294.068000000001,39.1343
4146566,8294.07,39.1343
4146567,8294.072,39.1343
4146568,8294.074,39.1343
4146569,8294.076000000001,39.1343
4146570,8294.078,39.1343
4146571,8294.08,39.1343
4146572,8294.082,39.1343
4146573,8294.084,39.1343
4146574,8294.086000000001,39.1343
4146575,8294.088,39.1343
4146576,8294.09,39.1343
4146577,8294.092,39.1343
4146578,8294.094000000001,39.1343
4146579,8294.096,39.5293
4146580,8294.098,39.1343
4146581,8294.1,39.1343
4146582,8294.102,39.1343
4146583,8294.104000000001,39.5293
4146584,8294.106,39.5293
4146585,8294.108,39.5293
4146586,8294.11,39.5293
4146587,8294.112000000001,39.5293
4146588,8294.114,39.5293
4146589,8294.116,39.5293
4146590,8294.118,39.5293
4146591,8294.12,39.5293
4146592,8294.122000000001,39.5293
4146593,8294.124,39.5293
4146594,8294.126,39.1343
4146595,8294.128,39.5293
4146596,8294.130000000001,39.5293
4146597,8294.132,39.5293
4146598,8294.134,39.5293
4146599,8294.136,39.5293
4146600,8294.138,39.5293
4146601,8294.140000000001,39.5293
4146602,8294.142,39.5293
4146603,8294.144,39.5293
4146604,8294.146,39.5293
4146605,8294.148000000001,39.5293
4146606,8294.15,39.1343
4146607,8294.152,39.5293
4146608,8294.154,39.1343
4146609,8294.156,39.1343
4146610,8294.158000000001,39.1343
4146611,8294.16,39.1343
4146612,8294.162,39.1343
4146613,8294.164,39.1343
4146614,8294.166000000001,39.1343
4146615,8294.168,39.1343
4146616,8294.17,39.1343
4146617,8294.172,38.7393
4146618,8294.174,39.1343
4146619,8294.176000000001,38.7393
4146620,8294.178,38.7393
4146621,8294.18,38.7393
4146622,8294.182,39.1343
4146623,8294.184000000001,38.7393
4146624,8294.186,38.7393
4146625,8294.188,38.7393
4146626,8294.19,38.7393
4146627,8294.192000000001,38.3443
4146628,8294.194,38.3443
4146629,8294.196,38.3443
4146630,8294.198,38.3443
4146631,8294.2,38.3443
4146632,8294.202000000001,38.3443
4146633,8294.204,38.3443
4146634,8294.206,38.3443
4146635,8294.208,38.3443
4146636,8294.210000000001,38.3443
4146637,8294.212,38.3443
4146638,8294.214,37.9493
4146639,8294.216,37.9493
4146640,8294.218,37.9493
4146641,8294.220000000001,37.9493
4146642,8294.222,37.9493
4146643,8294.224,37.9493
4146644,8294.226,37.9493
4146645,8294.228000000001,37.9493
4146646,8294.23,37.9493
4146647,8294.232,37.5543
4146648,8294.234,37.5543
4146649,8294.236,37.9493
4146650,8294.238000000001,37.9493
4146651,8294.24,37.9493
4146652,8294.242,37.9493
4146653,8294.244,37.9493
4146654,8294.246000000001,37.9493
4146655,8294.248,37.9493
4146656,8294.25,37.9493
4146657,8294.252,37.9493
4146658,8294.254,37.9493
4146659,8294.256000000001,37.9493
4146660,8294.258,37.9493
4146661,8294.26,37.9493
4146662,8294.262,37.5543
4146663,8294.264000000001,37.9493
4146664,8294.266,37.5543
4146665,8294.268,37.9493
4146666,8294.27,37.9493
4146667,8294.272,37.9493
4146668,8294.274000000001,37.9493
4146669,8294.276,37.5543
4146670,8294.278,37.9493
4146671,8294.28,37.9493
4146672,8294.282000000001,37.5543
4146673,8294.284,37.9493
4146674,8294.286,37.9493
4146675,8294.288,37.9493
4146676,8294.29,37.9493
4146677,8294.292000000001,37.5543
4146678,8294.294,37.9493
4146679,8294.296,37.9493
4146680,8294.298,37.9493
4146681,8294.300000000001,37.5543
4146682,8294.302,37.9493
4146683,8294.304,37.9493
4146684,8294.306,37.5543
4146685,8294.308,37.5543
4146686,8294.310000000001,37.9493
4146687,8294.312,37.9493
4146688,8294.314,37.9493
4146689,8294.316,37.9493
4146690,8294.318000000001,37.5543
4146691,8294.32,37.9493
4146692,8294.322,37.9493
4146693,8294.324,37.9493
4146694,8294.326000000001,37.9493
4146695,8294.328,37.9493
4146696,8294.33,37.9493
4146697,8294.332,37.5543
4146698,8294.334,37.9493
4146699,8294.336000000001,37.9493
4146700,8294.338,37.9493
4146701,8294.34,37.9493
4146702,8294.342,37.9493
4146703,8294.344000000001,37.9493
4146704,8294.346,37.9493
4146705,8294.348,37.5543
4146706,8294.35,37.5543
4146707,8294.352,37.5543
4146708,8294.354000000001,37.9493
4146709,8294.356,37.9493
4146710,8294.358,37.5543
4146711,8294.36,37.9493
4146712,8294.362000000001,37.9493
4146713,8294.364,37.9493
4146714,8294.366,37.5543
4146715,8294.368,37.9493
4146716,8294.37,37.9493
