,caseid,tname,tid
10337,136,Solar8000/ART_SBP,823ab42a345753b3de2641db94d00ceef4607adc
10421,137,SNUADC/PLETH,b29f3a7b268804f3d1a013f5613ed1a2301f52ec
10422,137,Solar8000/ART_DBP,f20e41b8b91d6960f4d065650707380c1092401c
10423,137,Solar8000/ART_MBP,4c02bc107dd79fd5ffd3c5f1840f969e13d65bf1
10424,137,Solar8000/ART_SBP,ecf2fdf532735f70adc346bd5ded72649a6b1bb8
10512,138,SNUADC/PLETH,f2ddf56dda25857b02f1862f5810002070d6444d
10513,138,Solar8000/ART_DBP,8abbc29e63845b1b9f39c45b689395bae2a71241
10514,138,Solar8000/ART_MBP,f06f0945135b083ed88670a7c9a0c6f99a5b4866
10515,138,Solar8000/ART_SBP,57f64b89632a011e5befbe169f1f74eb5b1bdbe5
10593,139,SNUADC/PLETH,c446445ff74cc9e2334d5e42b9ae8faf9f19cb47
10594,139,Solar8000/ART_DBP,a7360385468d6e933568f35e79e3a966ca585dfc
10595,139,Solar8000/ART_MBP,b8beaafaa1f02e72bb4de48e9d343efbf30274ba
10596,139,Solar8000/ART_SBP,ef2f6529f3031452a3d78dd922f741ae9991624b
10672,140,SNUADC/PLETH,0e0b40575cd435a0d09533375c52e78a4d512e5e
10673,140,Solar8000/ART_DBP,9973c8014d615f6a39b51029a035ac8cfc22eea1
10674,140,Solar8000/ART_MBP,d0cf46e0223d89b7fe0a97165955f661680a370c
10675,140,Solar8000/ART_SBP,20ca41c614b8acf72d675beffd4841310f8de114
10827,142,SNUADC/PLETH,3dc52437375bb651f186ac60d7e7bab557fd5bce
10828,142,Solar8000/ART_DBP,da6517a2c39679a8ac3a5236a1fc2b40406a8efe
10829,142,Solar8000/ART_MBP,1457a684eb0da4a81269d2d9043d38c15c0541d6
10830,142,Solar8000/ART_SBP,8653879d38fe3fb6dd0ac49427a092b28d230b05
10911,143,SNUADC/PLETH,1a7a4e5e013b0d014780e6a254d7acbbc6a4ffe2
10912,143,Solar8000/ART_DBP,9b2f0ebc65140a8f8b6f651b39070cfc6ddcd465
10913,143,Solar8000/ART_MBP,29a7cbdd66908b4cac0ca24d1012590badfd86d5
10914,143,Solar8000/ART_SBP,3de12a291d4519e073bda5beec60fa9ce5816b96
11063,145,SNUADC/PLETH,01e9057f1e109f0f0533f3398b00c69f50cf2bfe
11064,145,Solar8000/ART_DBP,eb465106650ae3884ac946daf5708677138a01ea
11065,145,Solar8000/ART_MBP,61002946b138b68419d1dc4ab66c8021799688cc
11066,145,Solar8000/ART_SBP,a87d554e0aade8733abece1beed7dcf1840eb5ed
11305,148,SNUADC/PLETH,b4aa24f7ae8dabb0e66ab276a30fcb6bbe2bae87
11306,148,Solar8000/ART_DBP,03099201891c337d7098ad126e6f686e58493aa6
11307,148,Solar8000/ART_MBP,62b1557ff554725afc6beec20f6c3cc4c57be95e
11308,148,Solar8000/ART_SBP,a27ab4f393074335ff341d74ab60831df1648e19
11387,149,SNUADC/PLETH,99f1aee4700a5ebd89272230244e31d242d02753
11388,149,Solar8000/ART_DBP,a0d9ece68271c0dd501addbe92b1798f972053d9
11389,149,Solar8000/ART_MBP,ff8086fa029c2cda2c2401707f3ac89c78d67e0c
11390,149,Solar8000/ART_SBP,350b9a3bac6e4e70d5baa021411a700a8f251dbb
11434,150,SNUADC/PLETH,2ec14378e1e13f11c00ae05e47f4a2837a8a3190
11435,150,Solar8000/ART_DBP,5ca776f85f6e8ab10aececd7c63a7d5bf4544fcf
11436,150,Solar8000/ART_MBP,55462e08918005bd84c84e93f1fe16e5195449c7
11437,150,Solar8000/ART_SBP,fe1e54d658b3730ac89b4b396bf97bc6616e5d00
11586,152,SNUADC/PLETH,92b641e8df992452666d165baeb36c9c36adcf73
11587,152,Solar8000/ART_DBP,e6d8f4c767b2305b5bc81328fa241c374c67f0ba
11588,152,Solar8000/ART_MBP,03becf46952a70469ec2436d4148eef31556cef1
11589,152,Solar8000/ART_SBP,ff66bfb381c79a05a294198625d82ca458347b85
11832,156,SNUADC/PLETH,3193887e6d37d29cebd7e990dd98fb34c27a7b89
11833,156,Solar8000/ART_DBP,4c41a25b2c8fdc845dec7eb6e61c7d817ef98396
11834,156,Solar8000/ART_MBP,005c74f55e288ab4a988f2117669cca96fe42b20
11835,156,Solar8000/ART_SBP,93e7b7036cf1e15378d2d825e9d7c9a0eed2a199
11905,157,SNUADC/PLETH,b4b419996af7b9485f420524c27e47c02c031b2b
11906,157,Solar8000/ART_DBP,26a6d805b979e33753400000ac15ef0a200affa9
11907,157,Solar8000/ART_MBP,ed5bb547f5515d3d3a1e490d3a2816154cd1b0fc
11908,157,Solar8000/ART_SBP,25f59ab4b4e2e0deb1b42c3539a23bb5c3bd3ff9
12156,160,SNUADC/PLETH,30113b987da4fedb4ff81ba7fba97dc5abec346c
12157,160,Solar8000/ART_DBP,ea11e2242cb6bfcf177832ddd45fab5037d7c812
12158,160,Solar8000/ART_MBP,7aec2753a124bc76ab0b464a457f7b576c81e18e
12159,160,Solar8000/ART_SBP,995945023af42a35bbd19c1a6735f18e6b0699cc
12225,161,SNUADC/PLETH,98330dec9363022f41a8072084f9dc07d1716260
12226,161,Solar8000/ART_DBP,e76fa55c2c09d151c9c9f197f721f23c565e6c38
12227,161,Solar8000/ART_MBP,e4b3e06b9f5f89803410f93b3d7f8c20c815334d
12228,161,Solar8000/ART_SBP,db054bea926efa7b4a380864dc2b8cbfab8b7689
12341,163,SNUADC/PLETH,e8addf35b226fbbcd9bc7389271124b9cfec6767
12342,163,Solar8000/ART_DBP,186ceeeb09dd5ebd94159240abebf7d6014f0b0c
12343,163,Solar8000/ART_MBP,2bbf53299feff4ecf914c32bdcb5d47168fc01b7
12344,163,Solar8000/ART_SBP,ccb55abaffa6b10fe496bb1fa1b89586de66c376
12419,164,SNUADC/PLETH,ed7cb330b2bed2d919ffd63e8fc0fa1602746981
12420,164,Solar8000/ART_DBP,f0b0002a5b45e377d1cefe58d49d2cbf00ca24b4
12421,164,Solar8000/ART_MBP,4b4bb1e3c0207d61f12d0d746d33e1274edf9bcf
12422,164,Solar8000/ART_SBP,04fdcdb398363e491bae489fac09a4a23676a0dc
12585,166,SNUADC/PLETH,de377234a483a78cec09b5a4f762438c6edc4bd2
12586,166,Solar8000/ART_DBP,065f35ba798c49ed139734c0360cae328f30bd3c
12587,166,Solar8000/ART_MBP,9552f2babed845f8443b3875de914c50c10ef8b6
12588,166,Solar8000/ART_SBP,159be64e0ce854301271a52481f4ec44d448b35e
12670,167,SNUADC/PLETH,6a9b02813affc3012cf8d301a6234aac2b5a1c9b
12671,167,Solar8000/ART_DBP,6ffc53b429baf3f6e5400ea813e5903f226fce42
12672,167,Solar8000/ART_MBP,2a65b5cd54d6e84f38debbaef6819130928b90f2
12673,167,Solar8000/ART_SBP,dcd62e8476ec764a606a33e418452d79c3fe0080
12721,168,SNUADC/PLETH,5fb0a31edb04f29c64b8d1a1d26685b29cc6231f
12722,168,Solar8000/ART_DBP,5d4147003ef0c9f6c6213f98566e807d56d533cb
12723,168,Solar8000/ART_MBP,77bdb5a57a342a1be06bd296255ce46c3248a1f9
12724,168,Solar8000/ART_SBP,740c40f51eeb8b1e2dbb4cdfd580331c00789382
13011,172,SNUADC/PLETH,1bb2be5ab313dd2bf7481f91651c2018775820d3
13012,172,Solar8000/ART_DBP,83902a78c00dcf4928bb1cc889e038bad4e531c9
13013,172,Solar8000/ART_MBP,1a04218c1db5bbcc4a8211952d915fed39ab1335
13014,172,Solar8000/ART_SBP,6d41a3cb90917f56cd2f8e94e82bac9ae2fa4d3f
13239,175,SNUADC/PLETH,f877caeee161175fe5118fefdff53800a382a7ce
13240,175,Solar8000/ART_DBP,b5a23a852d52baee0ec567ae7030ae1495ec4b06
13241,175,Solar8000/ART_MBP,9332525b9f8b66860ca7d48be249abdb5bfe9abc
13242,175,Solar8000/ART_SBP,daae073ba6cbafdd0e19d078ee7089836d0eb8c1
13362,177,SNUADC/PLETH,32b5403df5c28210d163c933f0ea21a7aea332e2
13363,177,Solar8000/ART_DBP,dbb587a3072eb8fa2766739f2d18b5f7c4af8114
13364,177,Solar8000/ART_MBP,3c744aef041b6cc517fb6ea9ff3a01ffdcab5ce6
13365,177,Solar8000/ART_SBP,991cc75d0caabea87ee5c5b331630913f111f635
13440,178,SNUADC/PLETH,c59922be37f22bfbb3f23c8321f652bf9089792c
13441,178,Solar8000/ART_DBP,69b72002d1559bd1e293063e6f62d89a73d4cb64
13442,178,Solar8000/ART_MBP,c06ef4aeff7a3ce71feebda63699fac21b9188e9
13443,178,Solar8000/ART_SBP,2247203990dfbe322b140e7babbcaaf8c45fc4be
13586,180,SNUADC/PLETH,219707a8eef8024210ace4609b0f4ede6724ef24
13587,180,Solar8000/ART_DBP,e24da63f503d6af38cec832f6b53f424ee8fe1cb
13588,180,Solar8000/ART_MBP,dc8a33f4ea0f357daaffbd485ee8d3c69a2aefb2
13589,180,Solar8000/ART_SBP,52564127f1094808f765d5bdb423f56f36f2dddc
13825,183,SNUADC/PLETH,4b93279daa7fd993e3401f8bc7a7ea825b91e33f
13826,183,Solar8000/ART_DBP,d20da3de416d19e99d107e3cfe5d49960a48e37b
13827,183,Solar8000/ART_MBP,142d05f6a09c81fd8d901bc9e560ab78e9cd4018
13828,183,Solar8000/ART_SBP,5ec0a2a190466450fd5c14b07c3f47ac29098dbb
13902,184,SNUADC/PLETH,8269a763eaadcb6fab6cf3e73d4eb201a0382a9e
13903,184,Solar8000/ART_DBP,41a201dafcce0458778bd174e92d626149b9b9cd
13904,184,Solar8000/ART_MBP,61b673ffe7e9e12afa994b807857f4e6a03767fc
13905,184,Solar8000/ART_SBP,412ca764e6fe72ca28b2c449bc413d107c463b5e
13966,185,SNUADC/PLETH,95e2b31fdc6113ada80823add6254328b317d23e
13967,185,Solar8000/ART_DBP,eb2057e50177d6e342182216885fdd339c99ec09
13968,185,Solar8000/ART_MBP,902d918f843de4f26f4b791fa0a19e00364102ad
13969,185,Solar8000/ART_SBP,66732f762a1707c840f87db5aed76f85d30346b4
14036,186,SNUADC/PLETH,f989e6a03f9dddcba1601efb204e0b3d109943ba
14037,186,Solar8000/ART_DBP,be95171e98537bab1f84f6f41a5558296e343a7a
14038,186,Solar8000/ART_MBP,9b78e6e31ebec723ba5ffe060e70044f1cd676f2
14039,186,Solar8000/ART_SBP,a30e19cdfaba2de6b414796df233d80e9dd2c41f
14197,189,SNUADC/PLETH,c7aafa76db0ec6ce263d2f21ed1b4a5caf5de7f8
14198,189,Solar8000/ART_DBP,21c8dea0f1508028b4ba60a8386083c1dfd3832b
14199,189,Solar8000/ART_MBP,ab1f2c3b15e0674cd4d41680fbf873aa16262d65
14200,189,Solar8000/ART_SBP,d9e07c2e08ff6107286bb072ce150c756a4986bd
14273,190,SNUADC/PLETH,3a4985a18d5a28ad5fba3ab14b7e7549beaae4d4
14274,190,Solar8000/ART_DBP,c09a90587fc5167f8d29b5394589481958f659e3
14275,190,Solar8000/ART_MBP,3f317f5c65b22a787ee806baafec985ac7767563
14276,190,Solar8000/ART_SBP,6c787cb58ddceed2ed9fd5e39ecee183a6336e9a
14346,191,SNUADC/PLETH,4d7ff2142d1818f04ac661c0ba54420914427e76
14347,191,Solar8000/ART_DBP,76e4d84ee7467d4d0773f820a271b3c8c7f0ab48
14348,191,Solar8000/ART_MBP,b99dad3f4014193a276cf693e88decc6e6ace7e5
14349,191,Solar8000/ART_SBP,c11e43659f417b82ca94a994d2a7f2c18488582d
14680,195,SNUADC/PLETH,46c6ebf0292004de86ee2955903bb83925367111
14681,195,Solar8000/ART_DBP,c1dfcd635fcdb1765938dec99e2f7596fd3d9aa8
14682,195,Solar8000/ART_MBP,e3c64f56668bcbddfd47dc8ad6789fbdb3447e18
14683,195,Solar8000/ART_SBP,50f47e77e63c18dfff096d301d95ef37e1617922
14822,197,SNUADC/PLETH,04c4c54773b284abad3c4d868af9ec99cfb1afa5
14823,197,Solar8000/ART_DBP,48c4feb941a5a761f18bff6d1ced4c5f9bc56f30
14824,197,Solar8000/ART_MBP,cd1ef14ddce88ea225c42c3bde9e5acd5b96ea1c
14825,197,Solar8000/ART_SBP,10bfb4fe9342ddc8a5e46bbf39e86c4cf95e2182
14897,198,SNUADC/PLETH,0bb43a33a83bbbe40e3194206775b490476b843d
14898,198,Solar8000/ART_DBP,01f6760f9f9f08c7f61afb272dc82c0d2f30b275
14899,198,Solar8000/ART_MBP,0a020cc19347a48d9c9ea2f8be7998f9aa02e5ea
14900,198,Solar8000/ART_SBP,b9775332ed6f8e9802645ca6d4162c120d8d0acd
14977,199,SNUADC/PLETH,90025b6d370cfbdf57b86fac8d0f159f1b221fb8
14978,199,Solar8000/ART_DBP,1765ba4ddcb38168aaf442e7663193825d6e52a7
14979,199,Solar8000/ART_MBP,e3bad67192eccc2c4de3bb0dea2bef55df45a6e2
14980,199,Solar8000/ART_SBP,b6d4a021a544c89e4e48a9468642bb1b06dcedd7
15057,200,SNUADC/PLETH,b3be004b71f120a5a821c9c8724f7d770e42c851
15058,200,Solar8000/ART_DBP,209ec8e305a928c286c0252f22ac4a92622ebb00
15059,200,Solar8000/ART_MBP,57d3c431f6f14f576380617436c3db63a260250f
15060,200,Solar8000/ART_SBP,a512613ffea1ac2253081813f57241f4f757aea0
15207,202,SNUADC/PLETH,d7bb54c5eca121b34e326805e06b924f69fa5b21
15208,202,Solar8000/ART_DBP,3e534daaf0a772e4470508a9fb182096cf3c9ab7
15209,202,Solar8000/ART_MBP,e85a473289840a16f69c963ee07940591f7d16dc
15210,202,Solar8000/ART_SBP,0827b8d35f3fe033469feabb2bd8d9b243973930
15291,203,SNUADC/PLETH,1e7c2c65c1beb54f3379856035d6bcd54a0c13b2
15292,203,Solar8000/ART_DBP,63cc5bb44f5685d389c9fa335e7d6a4fc4dfca92
15293,203,Solar8000/ART_MBP,5d1a1418bc46abf151396506e7d94347b739d163
15294,203,Solar8000/ART_SBP,fe49f170a11b5ac001617eb7ad43b41ac6a87718
15521,206,SNUADC/PLETH,21e2a1af132a06716d1f18d0c29e556da721f57a
15522,206,Solar8000/ART_DBP,b83af91c119e1815c11232dbbb7c0e87b3e4d2ee
15523,206,Solar8000/ART_MBP,7361717d65e60b2e2c6f3fa3e16d0d977ff26c19
15524,206,Solar8000/ART_SBP,f191b672efd2125ad77ed526d978f6f0b1d1c6f6
15592,207,SNUADC/PLETH,0475f2f3a60ce122cbd74e4a8c084523c4524754
15593,207,Solar8000/ART_DBP,8bab2b5c8d6447d1c87c36751812661822bc7ce7
15594,207,Solar8000/ART_MBP,cde141a38d2c854dbc70770cee05e0428b6af66b
15595,207,Solar8000/ART_SBP,b1bbbf05501bdafd5c087d7974baaa887ff96c5d
15678,208,SNUADC/PLETH,a817025bf7616950f7a3cad27ddb6c793ea8cc20
15679,208,Solar8000/ART_DBP,e7bd8ba9199506be12c470ebd4f181e5c85b35b4
15680,208,Solar8000/ART_MBP,5f92a70baabf131ac3b657da49f0d12ae3dc3fcd
15681,208,Solar8000/ART_SBP,9caafd50a3b758b1ac3d391fb872fce513e2e24e
15820,210,SNUADC/PLETH,2b9838745baf335d91a1fb1b8495b8128f04d071
15821,210,Solar8000/ART_DBP,a4f4417c23d570aa347c1dba0d97517ee9d921b9
15822,210,Solar8000/ART_MBP,bcd25413d9ee0e7bcfde0f87cdd586d8699cb1c1
15823,210,Solar8000/ART_SBP,a545b2d73b1788714cc2fc337e2c016fe24e4da7
16358,217,SNUADC/PLETH,17b112474e472d6fb36267744b926492806025c0
16359,217,Solar8000/ART_DBP,894f8d8f761581a9554e2b3f218df4463b9941fb
16360,217,Solar8000/ART_MBP,0af7c501eab4cca8ef4ef03fd640e222c366a10d
16361,217,Solar8000/ART_SBP,3056f7b95952ecfd7060db8c40344d810d2de3bd
16439,218,SNUADC/PLETH,18ff5cb11201e57932d890b4b99b540b573d5a4f
16440,218,Solar8000/ART_DBP,cb917e99a998203534680f8d344e99a3a0df17bd
16441,218,Solar8000/ART_MBP,b2f594fb9b2646b6040384eb0477e93250631e3e
16442,218,Solar8000/ART_SBP,b55e1b2a8132a6803125595a4b4296c0103edca3
16674,221,SNUADC/PLETH,cf496989dbc623627738e85c4c9c312b87ab3115
16675,221,Solar8000/ART_DBP,007aad6d15d8f9beba7dfd936d0667a202de0beb
16676,221,Solar8000/ART_MBP,37cda8d0a41a0dc9849886d9ced7c2a93f251f97
16677,221,Solar8000/ART_SBP,ef7649e9ae07f6c2d5454a8ad76571b39b22f0dd
16752,222,SNUADC/PLETH,3cf215574d95ee413e6b6176e2a0faee69acb97a
16753,222,Solar8000/ART_DBP,2fd4c7331f0be4017e10c4ca23fa41278e527aca
16754,222,Solar8000/ART_MBP,6c3e889ab3b1cf0b2c0aa9c01124cde765e56029
16755,222,Solar8000/ART_SBP,36d6e605da53ab298ba2bfc04b62c1344f2b82c9
17298,229,SNUADC/PLETH,a92503d9d1afc6fa02e9509c8762eba6beff2228
17299,229,Solar8000/ART_DBP,9ded768d15d84cdc31c99f8dd0011f0223e91296
17300,229,Solar8000/ART_MBP,bd25f413dd6baadb91e4e6273e6d455a7a037d9d
17301,229,Solar8000/ART_SBP,bcae6d0b1c868fbb41698253502656e1a79055d0
17369,230,SNUADC/PLETH,a0618276a59aac2d9e2173ffa86147a571c22996
17370,230,Solar8000/ART_DBP,eee9e55bbedf0be60ae4cdac232917d0baf823b1
17371,230,Solar8000/ART_MBP,1b9bd62fea74e04798b905b9f48cb2b080db9b64
17372,230,Solar8000/ART_SBP,3bfddf520a894fcd69521ac95e338b1d9cc2c3ff
17528,232,SNUADC/PLETH,451b17da2b38a7cebb44e9b72fea17707c0cc5a5
17529,232,Solar8000/ART_DBP,e50c2355eb70e9a44bc9d6865bc075d444ebb63c
17530,232,Solar8000/ART_MBP,20dfd0451ccabc77dc782b3a8779c680e313a4a3
17531,232,Solar8000/ART_SBP,9dadf1faf1dc52d094285fa0b992e838db3f9da1
17611,233,SNUADC/PLETH,9080c8552109c78b08a47d2a1d52024a127bd049
17612,233,Solar8000/ART_DBP,b3b84d6abbdf635ebd9448aaeb1f969217daa073
17613,233,Solar8000/ART_MBP,f8eadd87d4d4b8e999f4dd5732d2c79aab5f1e5f
17614,233,Solar8000/ART_SBP,b1ad7d7c76b6a49db7d5cabca7873063a241c26f
17697,234,SNUADC/PLETH,0930f57c98fd4a3d647c78366c3365223a5e244a
17698,234,Solar8000/ART_DBP,ec1a8ea75796eec152d0c8887ab083c7322a55e9
17699,234,Solar8000/ART_MBP,006223a97b09f67e78c6767d6321d10962f0ec83
17700,234,Solar8000/ART_SBP,5ef700acbc66627731163e96d2136fa97857f51e
17869,236,SNUADC/PLETH,b962838df5cdd32463cd24102330aa8cea30e2bc
17870,236,Solar8000/ART_DBP,8bf26497862b4a4a85cf8963ab617db34a410348
17871,236,Solar8000/ART_MBP,c8ca4ff3ff3dbe17d0d8d3d3f92f39a40e763fc7
17872,236,Solar8000/ART_SBP,0286c564aced3a4d76fc7341e82b3f000ed29165
17957,237,SNUADC/PLETH,c7604f8c272fbd37ca1f97062c6d3c6ec251fea8
17958,237,Solar8000/ART_DBP,176b888be4f88ec214b4df9fc0cecd25eac768ed
17959,237,Solar8000/ART_MBP,512136fd5d34c245aa70b0d8cee4d2cab8052d05
17960,237,Solar8000/ART_SBP,5faf1d4f2b09c54de94cb6c1f19fa89daf7373b0
18112,239,SNUADC/PLETH,0fa741e348eb7184ba2e462e3e7c3586de645d95
18113,239,Solar8000/ART_DBP,fd4ad149843abd429e08f01f9ff3549159d06eb9
18114,239,Solar8000/ART_MBP,34141aab3e38eb1abc19ec306e5e73a9bac79578
18115,239,Solar8000/ART_SBP,51097efc767dfabfc66567dac18342a124a97cc9
18277,241,SNUADC/PLETH,c915f176e9f2a7aa6ca2fc3c06c7c849dac07abc
18278,241,Solar8000/ART_DBP,d78f764f0321dcb9f601042e9a247088d91b2984
18279,241,Solar8000/ART_MBP,a5c388d028a8159835ea593818db0e26ac367ae6
18280,241,Solar8000/ART_SBP,47d71981ad845566dd1da7fa03f524fc77d26cbf
18351,242,SNUADC/PLETH,c336e832901bdd9e40d9633e2259b09487746192
18352,242,Solar8000/ART_DBP,5f0c58f179a4189c0e8f8818df6ec4396d0aa8f2
18353,242,Solar8000/ART_MBP,f287463083e34bbd5daa0254dfd6c42e2941e1c8
18354,242,Solar8000/ART_SBP,6999a9c0ca1eed3ac17efb4cd74ee5d863efcf7d
18414,243,SNUADC/PLETH,7bf662a60ea7fb495ad95dca99a4198f1b5b25a3
18415,243,Solar8000/ART_DBP,c5e5c57c8ed13591403807a347e7ce65fb65a236
18416,243,Solar8000/ART_MBP,bf43e7b5cc34df5f4bf7d6a4756e816ddaa57519
18417,243,Solar8000/ART_SBP,54b76aa7c8396c9e6c3c133ed2329801e81eefbd
18485,244,SNUADC/PLETH,98622b9ea31088cdbd581d1fa30a86f9c9750475
18486,244,Solar8000/ART_DBP,fd6e848cbefadaa7292afd6b3cf479fe9f012f2e
18487,244,Solar8000/ART_MBP,e09e547aae6823800c22666d0a3fcb2a4c2321bc
18488,244,Solar8000/ART_SBP,aec666a6e723e5a67f7f0cacbb57a77a3d32da73
18632,246,SNUADC/PLETH,b695defacceacfdc3aee6ed0f123f305d8cf31a3
18633,246,Solar8000/ART_DBP,5b78f902a77c59843e6fb5eb972c8a984bcd5db8
18634,246,Solar8000/ART_MBP,e95763a44b76d7083cf6b159e998e0428962492d
18635,246,Solar8000/ART_SBP,70655b4e70211df5c281050bb2a7f1bfee0f4d59
18709,247,SNUADC/PLETH,d68bd78a8ecb5a5c537fc9642154f4a8ec1bd1a0
18710,247,Solar8000/ART_DBP,b60382a36eb175e644d24354a0634f4da2ebf0ac
18711,247,Solar8000/ART_MBP,bd00f3261bc7cc7af67f9b43e79bfd0e647026b1
18712,247,Solar8000/ART_SBP,d4929fd77c09fe14e05fcc89f07359c656dcc8a6
18896,250,SNUADC/PLETH,fcd321fd095fccf00ff3eda88be8d08c14073467
18897,250,Solar8000/ART_DBP,4de43e802c7b6a73e345d303c7735aedd2dcdaab
18898,250,Solar8000/ART_MBP,6055927b408971f879be765927dd8c31d055aae9
18899,250,Solar8000/ART_SBP,c093bf8b40755f4d8d9f2ab5e30815bbebf9437f
19107,252,SNUADC/PLETH,fc006c46ae6b06fe8dd6b4259aa1e2c234b20b6c
19108,252,Solar8000/ART_DBP,7504ab73f419428f58e312183679ccf5424393e2
19109,252,Solar8000/ART_MBP,c02099f9765b0334391aa51522867822626362cf
19110,252,Solar8000/ART_SBP,6bb6b01f4ac1a4c8a229f1d75de6c812b5d66c88
19401,256,SNUADC/PLETH,dc0dd8bcbb5fd22e7d7b0009171f67e23ae9bb94
19402,256,Solar8000/ART_DBP,cc7d2f84fc04ce1a2d610bfea960ba0094209c75
19403,256,Solar8000/ART_MBP,44d619067f8734ffd1f25b2074213974d31eb288
19404,256,Solar8000/ART_SBP,d8b40532ef25452f14bed3040e6e81d3549e750b
19556,258,SNUADC/PLETH,e28622eed1f55c24f033c3a265a338578036f979
19557,258,Solar8000/ART_DBP,4e865e052a588721d177d2cbc48b6f5d10c8d601
19558,258,Solar8000/ART_MBP,1d77462452ce6277a7407d5326b22cc464903332
19559,258,Solar8000/ART_SBP,686c1131fc072980d89f65a1859936c89be967ed
19757,261,SNUADC/PLETH,db511536dc011761893007f70a67df06b8c5d77b
19758,261,Solar8000/ART_DBP,1e3cc974f7edaa5feeb776f5e46e520676cb2c87
19759,261,Solar8000/ART_MBP,cbb09d834c9518ab9b41b4513f91dfc0824574ca
19760,261,Solar8000/ART_SBP,eca5a9576ceba87daff660aac41d6c3928d76b27
19933,263,SNUADC/PLETH,15689c29ac92fd00b85c2b8060fe67c250bcb341
19934,263,Solar8000/ART_DBP,a27e3bf666e778f5070c8d6c192ede0a076b3b27
19935,263,Solar8000/ART_MBP,bd5edeb1558fd5fc8b7f825b4a2266dda83e7c6c
19936,263,Solar8000/ART_SBP,ef470c2321bcc4163e5b9411e731a6d11c0950b2
20137,266,SNUADC/PLETH,713b079084a1b74eb540731d461ea342b58d1b3e
20138,266,Solar8000/ART_DBP,9badee466efed7b36f06cc9db61c235bf44f327e
20139,266,Solar8000/ART_MBP,c84c9b361f2c594662e6425f55a348b6011c09d8
20140,266,Solar8000/ART_SBP,66d9de54cbeee71ce55a66db7b5a842ec23d4dcd
20302,268,SNUADC/PLETH,d26dcd0c024042feb433712baf21ad94dcdc816f
20303,268,Solar8000/ART_DBP,0d0ccb2f3a3330eb35d85b883b6b1e77dad86871
20304,268,Solar8000/ART_MBP,238dbfdaebfefbe624fb402ee1ca6b859f4b7e7d
20305,268,Solar8000/ART_SBP,0889bcc6b6f025887220b2581944987ae30ce46c
20382,269,SNUADC/PLETH,f868cdce8758aaec9b9b1d875ccfb140aedf6ce2
20383,269,Solar8000/ART_DBP,71f6c00a6d3dc787a9b112c86feb136f6a68094b
20384,269,Solar8000/ART_MBP,6ee18ece4681ddf70749d628b3440ba980fa125b
20385,269,Solar8000/ART_SBP,636a9c68eae4d0f9c7fce6dae6c1276f17af2dc9
20461,270,SNUADC/PLETH,c08d545e1c1ea8699affa8310d8eb4a9a5f7bc01
20462,270,Solar8000/ART_DBP,942e2bf2ca2f3eb33d81477bd0400d0bc4612167
20463,270,Solar8000/ART_MBP,b7d915a80576d3841d12a683298e0c611e20d9f3
20464,270,Solar8000/ART_SBP,c226e5d40132fe92b4348d02eb02c2d2b68c3a2f
20601,272,SNUADC/PLETH,fe24e6749e88dbe6b7059e3aa3c2b9d2e4795eaf
20602,272,Solar8000/ART_DBP,e442dac31ad8b26a008f1c9cd0421ea12248ed45
20603,272,Solar8000/ART_MBP,2d359b614543aec5fa6a97c03c2509cbae0be270
20604,272,Solar8000/ART_SBP,fbaf6c528c354b9cab0f098722729c66641647c7
21096,279,SNUADC/PLETH,7c666a8b0884f9456c2a2770c4c0ac13688ee75a
21097,279,Solar8000/ART_DBP,211e5b75abb0f1c5fcd16af2ec4799d73a49e8f1
21098,279,Solar8000/ART_MBP,799ebd8d366ac179d4c3b87017f596fdfb8f38e2
21099,279,Solar8000/ART_SBP,4433d1a1851cc3ccc4671825aaca8c95c1b8a054
21268,281,SNUADC/PLETH,fa251626aae4266748ffa141ebfd6421342bb259
21269,281,Solar8000/ART_DBP,b99883247fa5f8e5b02920c82d5b8d11fdf87c25
21270,281,Solar8000/ART_MBP,ae52472c238d6c724a6bff173d4c494823c23a21
21271,281,Solar8000/ART_SBP,96f476ae4455900a95fad9c0f6be340606e7c607
21336,282,SNUADC/PLETH,8aba07725108fad5ce8d0ce5faace65097ebdb42
21337,282,Solar8000/ART_DBP,1e66f69f29b513fb615f1503ef6813f81bc2d9f3
21338,282,Solar8000/ART_MBP,ed6de86c8659a1ced700ab09aa5960a67ee4abed
21339,282,Solar8000/ART_SBP,e1770e8345cb9aaa4be69c64398e0e3f5f9978cd
21417,283,SNUADC/PLETH,4e201980945eb51f2236bddd907ca7084cd4b88e
21418,283,Solar8000/ART_DBP,6dc9f9f272fc8118c6734c96fe4c005a1b861207
21419,283,Solar8000/ART_MBP,180a5b2a6b4c8b74c5b47e9201082805da37c1ad
21420,283,Solar8000/ART_SBP,4c0034a3bc5b2c3a024695d7d5d6bedcb82e42a3
21506,284,SNUADC/PLETH,fb0a668e8f2c57a44168ed5b3fe471ccaa1b30ce
21507,284,Solar8000/ART_DBP,a504e9827d23e472571328f45575870e6391b917
21508,284,Solar8000/ART_MBP,0b6b350e03731579d1446010b5d7e2a8e1f4d381
21509,284,Solar8000/ART_SBP,5cadb966a24b08bf2b29d4c6077db5b8c284f55d
21678,286,SNUADC/PLETH,28dc8358e6532b2444968cf4f8570a706fa31c6e
